"AccountIndustry","AccountName","AccountOwner","AccountId","Amount","CloseDate","DaysSinceLastActivity","ForecastCategory","Id","IsClosed","IsWon","OpportunityName","OpportunityAge","OpportunityOwner","OwnerId","RecordTypeName","StageName","Stage","LeadSource","StageSortOrder","TimeInStageDurationSeconds","Probability"
"Transportation","Open Minds News Letter","Sheri Nunez","001B000000SS4nlIAD",52500,"2018-09-15",185,"Omitted","006B00000049V4LIAU","true","false","Open Minds News Letter 146",17,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Electronics","eQuest.com","Alyssa Williams","001B000000SS4noIAD",7500,"2018-12-11",112,"Omitted","006B00000049V4MIAU","true","false","eQuest.com 202",26,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Insurance","Tacoda Systems","Alicia Harrison","001B000000SS4npIAD",15000,"2019-01-15",67,"Omitted","006B00000049V4NIAU","true","false","Tacoda Systems 210",26,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,5282898,0
"Transportation","Amistar Corporation","Alicia Harrison","001B000000bwMYOIA2",15000,"2018-04-09",342,"Omitted","006B00000049V4OIAU","true","false","Amistar Corporation 222",26,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,29321095,0
"Insurance","Clareity Security","Noah Kelly","001B000000SS3vZIAT",0,"2018-07-22",246,"Omitted","006B00000049V4PIAU","true","false","Clareity Security 86",35,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,20324844,0
"Consulting","Alexa Internet","Noah Kelly","001B000000lwNsHIAU",5000,"2018-04-24",334,"Omitted","006B00000049V4QIAU","true","false","Alexa Internet 153",25,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,28425409,0
"Consulting","Alexa Internet","Noah Kelly","001B000000lwNsHIAU",25000,"2017-10-25",530,"Omitted","006B00000049V4RIAU","true","false","Alexa Internet 154",31,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,43933984,0
"Construction","NYSE Governance Services","Rachel Reilly","001B000000SS3vdIAD",20000,"2018-03-21",390,"Closed","006B00000049V4SIAU","true","true","NYSE Governance Services 170",49,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Won","Closed Won","Fields Sales",8,31299293,100
"Telecommunications","Burr Wolff LP","John Peck","001B000000SS3vfIAD",50000,"2018-04-28",321,"Omitted","006B00000049V4TIAU","true","false","Burr Wolff LP 183",47,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Reseller",9,27196059,0
"Telecommunications","Burr Wolff LP","John Peck","001B000000SS3vfIAD",125000,"2019-01-02",68,"Omitted","006B00000049V4UIAU","true","false","Burr Wolff LP 192",61,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,8307249,0
"Media","Maxxcap Group.com","Alicia Harrison","001B000000SS3vhIAD",32500,"2018-10-01",163,"Omitted","006B00000049V4VIAU","true","false","Maxxcap Group.com 227",20,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Energy","CBRE - GCS - Global Corporate Services - Bus Dev - Corporate Roll Up","Alicia Harrison","001B000000lwNsIIAU",40,"2018-11-24",132,"Omitted","006B00000049V4WIAU","true","false","CBRE - GCS - Global Corporate Services - Bus Dev - Corporate Roll Up 250",31,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Communications","Grubb Ellis West Shell Coml","Amy Shaw","001B000000SS4nwIAD",15000,"2018-09-25",183,"Omitted","006B00000049V4XIAU","true","false","Grubb Ellis West Shell Coml 24",31,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,14542683,0
"Education","Orbit Consulting Group","Dennis Huffman","001B000000SS3vlIAD",1000,"2018-09-21",210,"Closed","006B00000049V4YIAU","true","true","Orbit Consulting Group 38",46,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,18803946,100
"Education","Orbit Consulting Group","Dennis Huffman","001B000000SS3vlIAD",35000,"2018-12-30",89,"Omitted","006B00000049V4ZIAU","true","false","Orbit Consulting Group 40",31,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,7022591,0
"Hospitality","Lynn Street Exchange","Rachel Reilly","001B000000bwMYQIA2",13930,"2018-11-01",156,"Omitted","006B00000049V4aIAE","true","false","Lynn Street Exchange 46",55,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,10911797,0
"Communications","Furst Group Management Partners.","Alyssa Williams","001B000000SS3vmIAD",3000,"2018-09-24",187,"Omitted","006B00000049V4bIAE","true","false","Furst Group Management Partners. 57",31,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Electronics","Chrome Systems","Sheri Nunez","001B000000WJE85IAH",3366,"2017-12-24",481,"Closed","006B00000049V4cIAE","true","true","Chrome Systems 76",53,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,38602080,100
"Government","PromoDealer.Com","Sheri Nunez","001B000000SS3voIAD",50000,"2018-01-19",432,"Omitted","006B00000049V4dIAE","true","false","PromoDealer.Com 106",25,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Reseller",9,36559855,0
"Insurance","Microsoft MSN","Alicia Harrison","001B000000SS4o0IAD",38500,"2018-12-18",95,"Closed","006B00000049V4eIAE","true","true","Microsoft MSN 109",37,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Won","Reseller",8,8307210,100
"Machinery","Synovus Wealth Management","Amy Shaw","001B000000bwMYRIA2",18940,"2018-07-03",270,"Omitted","006B00000049V4fIAE","true","false","Synovus Wealth Management 156",25,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,22256269,0
"Financial Services","M Hidary & Company","Amy Shaw","001B000000bwMYSIA2",50000,"2019-02-17",26,"Omitted","006B00000049V4gIAE","true","false","M Hidary & Company 185",26,"John Peck","005B0000003CnffIAC","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Financial Services","M Hidary & Company","Amy Shaw","001B000000bwMYSIA2",10000,"2018-10-30",132,"Omitted","006B00000049V4hIAE","true","false","M Hidary & Company 190",8,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Reseller",9,11459886,0
"Hospitality","G-III Apparel Group Ltd.","Rachel Reilly","001B000000bwMYTIA2",10554,"2019-03-08",11,"Best Case","006B00000049V4iIAE","false","false","G-III Apparel Group Ltd. 219",11,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Discovery","Reseller",0,715324,0
"Communications","Endeca Technologies","Sheri Nunez","001B000000SS3vtIAD",90000,"2018-12-19",78,"Omitted","006B00000049V4jIAE","true","false","Endeca Technologies 226",0,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,6760972,0
"Chemicals","The Brooks Group","Wayne Blackwell","001B000000lwNsJIAU",58800,"2018-09-11",179,"Omitted","006B00000049V4kIAE","true","false","The Brooks Group 231",8,"Wayne Blackwell","005B0000003CnfUIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Chemicals","Convergence Data","Sheri Nunez","001B000000SS4o5IAD",36000,"2019-03-22",19,"Commit","006B00000049V4lIAE","false","false","Convergence Data 8",43,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Won","Proposal/Quote","Fields Sales",5,2951656,75
"Chemicals","Convergence Data","Sheri Nunez","001B000000SS4o5IAD",15000,"2018-07-18",234,"Omitted","006B00000049V4mIAE","true","false","Convergence Data 14",1,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,20093508,0
"Construction","Catalog.com","Dennis Huffman","001B000000WJE89IAH",55000,"2018-08-20",206,"Omitted","006B00000049V4nIAE","true","false","Catalog.com 40",7,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Electronics","Questron Corp","Sheri Nunez","001B000000lwNsKIAU",20000,"2018-02-26",379,"Omitted","006B00000049V4oIAE","true","false","Questron Corp 49",11,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Reseller",9,32701033,0
"Apparel","Andrew Corporation","Alicia Harrison","001B000000SS4o6IAD",0,"2018-10-21",145,"Omitted","006B00000049V4pIAE","true","false","Andrew Corporation 62",25,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Telesales",9,18803946,0
"Apparel","Advanced Technology Management","Wayne Blackwell","001B000000SS3vyIAD",48000,"2018-04-25",338,"Omitted","006B00000049V4qIAE","true","false","Advanced Technology Management 69",56,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Reseller",9,28057280,0
"Apparel","Advanced Technology Management","Wayne Blackwell","001B000000SS3vyIAD",7038,"2018-04-19",338,"Closed","006B00000049V4rIAE","true","true","Advanced Technology Management 71",31,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Won","Closed Won","Reseller",8,28827538,100
"Environmental","Image Labs International","Noah Kelly","001B000000SS3w0IAD",35000,"2018-09-16",201,"Omitted","006B00000049V4sIAE","true","false","Image Labs International 137",31,"Noah Kelly","005B0000003CnfJIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Construction","TERANET Global Internet Communications","Amy Shaw","001B000000bwMYYIA2",6500,"2019-04-11",5,"Best Case","006B00000049V4tIAE","false","false","TERANET Global Internet Communications 154",5,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Won","Qualification","Fields Sales",2,4397630,20
"Transportation","ADVIZOR Solutions","John Peck","001B000000SS3w2IAD",55000,"2018-07-17",242,"Omitted","006B00000049V4uIAE","true","false","ADVIZOR Solutions 173",21,"John Peck","005B0000003CnffIAC","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,20177903,0
"Transportation","ADVIZOR Solutions","John Peck","001B000000SS3w2IAD",29166,"2018-12-17",88,"Omitted","006B00000049V4vIAE","true","false","ADVIZOR Solutions 175",49,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Transportation","ADVIZOR Solutions","John Peck","001B000000SS3w2IAD",833,"2018-06-22",276,"Omitted","006B00000049V4wIAE","true","false","ADVIZOR Solutions 188",25,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,22810040,0
"Utilities","Peoples Bancorp","Amy Shaw","001B000000WJE8EIAX",7000,"2017-12-10",468,"Omitted","006B00000049V4xIAE","true","false","Peoples Bancorp 219",37,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Telesales",9,39785979,0
"Utilities","Peoples Bancorp","Amy Shaw","001B000000WJE8EIAX",150000,"2019-03-13",34,"Best Case","006B00000049V4yIAE","false","false","Peoples Bancorp 221",48,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Proposal/Quote","Proposal/Quote","Fields Sales",5,18803946,75
"Utilities","Peoples Bancorp","Amy Shaw","001B000000WJE8EIAX",50500,"2018-05-09",305,"Omitted","006B00000049V4zIAE","true","false","Peoples Bancorp 223",15,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,26592194,0
"Other","Network Enhanced Telecom LLP.","Alyssa Williams","001B000000WJE8FIAX",75000,"2018-09-20",183,"Omitted","006B00000049V50IAE","true","false","Network Enhanced Telecom LLP. 23",21,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Utilities","Tdf Corp","Philip Walton","001B000000SS3w8IAD",12500,"2018-09-17",194,"Omitted","006B00000049V51IAE","true","false","Tdf Corp 69",25,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Machinery","SuperValu","Sheri Nunez","001B000000SS4oEIAT",75000,"2018-09-18",195,"Omitted","006B00000049V52IAE","true","false","SuperValu 70",31,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Transportation","First Integrated Systems","Wayne Blackwell","001B000000WJE8GIAX",475000,"2018-12-08",111,"Omitted","006B00000049V53IAE","true","false","First Integrated Systems 91",30,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,7875056,0
"Hospitality","Women For Hire","Alyssa Williams","001B000000SS3wAIAT",15000,"2018-12-25",78,"Omitted","006B00000049V54IAE","true","false","Women For Hire 110",8,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Reseller",9,18803946,0
"Hospitality","Women For Hire","Alyssa Williams","001B000000SS3wAIAT",15000,"2018-10-14",147,"Omitted","006B00000049V55IAE","true","false","Women For Hire 115",26,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,13582314,0
"Other","W.L. Gore & Associates","Amy Shaw","001B000000WJE8HIAX",7500,"2018-05-08",317,"Omitted","006B00000049V56IAE","true","false","W.L. Gore & Associates 128",48,"Amy Shaw","005B0000003CnfgIAC","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,27351269,0
"Other","W.L. Gore & Associates","Amy Shaw","001B000000WJE8HIAX",52500,"2018-06-10",274,"Omitted","006B00000049V57IAE","true","false","W.L. Gore & Associates 138",8,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,23651277,0
"Electronics","Gardere Wynne Sewell","Philip Walton","001B000000SS4oGIAT",35000,"2018-03-26",379,"Omitted","006B00000049V58IAE","true","false","Gardere Wynne Sewell 158",40,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Telesales",9,29951871,0
"Apparel","STMicroelectronics Inc","Alicia Harrison","001B000000SS4oJIAT",0,"2018-11-10",130,"Omitted","006B00000049V59IAE","true","false","STMicroelectronics Inc 244",33,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Apparel","STMicroelectronics Inc","Alicia Harrison","001B000000SS4oJIAT",3250,"2018-07-26",272,"Omitted","006B00000049V5AIAU","true","false","STMicroelectronics Inc 251",47,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,19506700,0
"Apparel","STMicroelectronics Inc","Alicia Harrison","001B000000SS4oJIAT",25000,"2018-03-12",389,"Omitted","006B00000049V5BIAU","true","false","STMicroelectronics Inc 253",32,"John Peck","005B0000003CnffIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,31878368,0
"Apparel","STMicroelectronics Inc","Alicia Harrison","001B000000SS4oJIAT",75000,"2019-02-23",55,"Best Case","006B00000049V5CIAU","false","false","STMicroelectronics Inc 5",56,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Negotiation","Negotiation","Fields Sales",7,18803946,90
"Financial Services","Clearwire Technologies","Allison Allen","001B000000WJE8KIAX",75000,"2019-02-26",22,"Omitted","006B00000049V5DIAU","true","false","Clearwire Technologies 45",24,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,967246,0
"Financial Services","Clearwire Technologies","Allison Allen","001B000000WJE8KIAX",20000,"2018-07-16",263,"Omitted","006B00000049V5EIAU","true","false","Clearwire Technologies 46",51,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,20370443,0
"Machinery","Rivel Research Group","Dennis Huffman","001B000000lwNsNIAU",10000,"2019-02-02",70,"Omitted","006B00000049V5FIAU","true","false","Rivel Research Group 75",53,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Reseller",9,4429295,0
"Transportation","Supertramp","Allison Allen","001B000000SS4oOIAT",15000,"2018-01-01",445,"Omitted","006B00000049V5GIAU","true","false","Supertramp 92",46,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38207127,0
"Technology","Blackboard Collaborate","Philip Walton","001B000000SS4oQIAT",55000,"2018-12-28",76,"Omitted","006B00000049V5HIAU","true","false","Blackboard Collaborate 120",27,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,6902496,0
"Technology","Blackboard Collaborate","Philip Walton","001B000000SS4oQIAT",50000,"2018-05-03",350,"Omitted","006B00000049V5IIAU","true","false","Blackboard Collaborate 125",49,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,27224931,0
"Technology","Blackboard Collaborate","Philip Walton","001B000000SS4oQIAT",20000,"2017-12-24",444,"Omitted","006B00000049V5JIAU","true","false","Blackboard Collaborate 128",13,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,38013127,0
"Environmental","GreenTree Administrators","Allison Allen","001B000000SS4oRIAT",271,"2019-04-08",15,"Pipeline","006B00000049V5KIAU","false","false","GreenTree Administrators 132",18,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Won","Qualification","Fields Sales",2,4397630,20
"Entertainment","Infopath","Noah Kelly","001B000000SS4oSIAT",100000,"2019-01-22",52,"Omitted","006B00000049V5LIAU","true","false","Infopath 141",17,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Reseller",9,4397630,0
"Engineering","Donnelly Mechanical Corp","Alyssa Williams","001B000000SS3wNIAT",225000,"2018-11-29",114,"Omitted","006B00000049V5MIAU","true","false","Donnelly Mechanical Corp 164",39,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803946,0
"Technology","Vail Industries/Massillon Container Company","Alyssa Williams","001B000000SS4oTIAT",25000,"2018-01-14",439,"Omitted","006B00000049V5NIAU","true","false","Vail Industries/Massillon Container Company 170",35,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Telesales",9,37325858,0
"Banking","Summerfield Farm Products","Rachel Reilly","001B000000lwNsOIAU",125000,"2018-02-01",407,"Omitted","006B00000049V5OIAU","true","false","Summerfield Farm Products 174",17,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,34871320,0
"Banking","Summerfield Farm Products","Rachel Reilly","001B000000lwNsOIAU",100000,"2018-01-23",412,"Omitted","006B00000049V5PIAU","true","false","Summerfield Farm Products 177",11,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,35767903,0
"Banking","Summerfield Farm Products","Rachel Reilly","001B000000lwNsOIAU",37500,"2019-03-23",34,"Best Case","006B00000049V5QIAU","false","false","Summerfield Farm Products 186",34,"Dennis Huffman","005B0000003CnfIIAS","Simple","Qualification","Qualification","Telesales",2,18803929,20
"Machinery","GlobalEnglish Corporation","Alicia Harrison","001B000000SS3wRIAT",15000,"2018-03-24",376,"Omitted","006B00000049V5RIAU","true","false","GlobalEnglish Corporation 236",39,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,30911338,0
"Apparel","Calluce Inc","Amy Shaw","001B000000SS3wTIAT",75000,"2018-01-07",433,"Omitted","006B00000049V5SIAU","true","false","Calluce Inc 253",35,"Amy Shaw","005B0000003CnfgIAC","Simple","Closed Lost","Closed Lost","Fields Sales",9,36795724,0
"Not For Profit","BOLData Technology","Alyssa Williams","001B000000SS3wUIAT",15000,"2018-10-12",148,"Omitted","006B00000049V5TIAU","true","false","BOLData Technology 2",24,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,13582667,0
"Not For Profit","tatnet","Philip Walton","001B000000SS4oXIAT",25000,"2018-10-04",184,"Omitted","006B00000049V5UIAU","true","false","tatnet 90",30,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Machinery","Britesmile","Wayne Blackwell","001B000000SS3wWIAT",62500,"2018-07-05",276,"Omitted","006B00000049V5VIAU","true","false","Britesmile 118",45,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,23110699,0
"Utilities","Perrin Manufacturing Company","Rachel Reilly","001B000000SS3wYIAT",125000,"2018-07-27",257,"Omitted","006B00000049V5WIAU","true","false","Perrin Manufacturing Company 134",45,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,21234888,0
"Transportation","Ernst & Young Llp","Alyssa Williams","001B000000SS3wZIAT",12000,"2017-10-27",498,"Omitted","006B00000049V5XIAU","true","false","Ernst & Young Llp 143",1,"Rachel Reilly","005B0000003CnfYIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,42954621,0
"Transportation","Ernst & Young Llp","Alyssa Williams","001B000000SS3wZIAT",125000,"2018-12-30",117,"Omitted","006B00000049V5YIAU","true","false","Ernst & Young Llp 149",49,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Technology","Truepoints","Wayne Blackwell","001B000000SS3wbIAD",25000,"2018-04-12",365,"Omitted","006B00000049V5ZIAU","true","false","Truepoints 164",45,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,28865495,0
"Government","Cadtel Systems Inc","Allison Allen","001B000000SS4oaIAD",50500,"2019-03-09",14,"Pipeline","006B00000049V5aIAE","false","false","Cadtel Systems Inc 171",46,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Proposal/Quote","Telesales",5,2951835,75
"Utilities","Skandia Fund Management Limited","Alicia Harrison","001B000000SS4ocIAD",50000,"2017-10-29",503,"Omitted","006B00000049V5bIAE","true","false","Skandia Fund Management Limited 180",12,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,43117943,0
"Utilities","Central Illinois Benefit","John Peck","001B000000SS3wdIAD",250000,"2018-09-06",183,"Omitted","006B00000049V5cIAE","true","false","Central Illinois Benefit 216",45,"Sheri Nunez","005B0000003CnfTIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,17367149,0
"Utilities","Central Illinois Benefit","John Peck","001B000000SS3wdIAD",10000,"2017-10-20",508,"Omitted","006B00000049V5dIAE","true","false","Central Illinois Benefit 221",7,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Reseller",9,43704569,0
"Entertainment","Nordic Energy Services","Noah Kelly","001B000000UkRxmIAF",0,"2017-12-21",445,"Omitted","006B00000049V5eIAE","true","false","Nordic Energy Services 223",50,"Noah Kelly","005B0000003CnfJIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,40257737,0
"Banking","Beatnik","Dennis Huffman","001B000000bwMYhIAM",150000,"2018-03-27",360,"Omitted","006B00000049V5fIAE","true","false","Beatnik 2",17,"Dennis Huffman","005B0000003CnfIIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,30152198,0
"Media","Primagency","Sheri Nunez","001B000000SS3wgIAD",15000,"2018-11-30",108,"Omitted","006B00000049V5gIAE","true","false","Primagency 19",34,"Philip Walton","005B0000003CnfHIAS","Simple","Closed Lost","Closed Lost","Telecoverage",9,8442456,0
"Financial Services","Consumption Junction","Wayne Blackwell","001B000000SS4odIAD",25000,"2019-01-02",78,"Omitted","006B00000049V5hIAE","true","false","Consumption Junction 28",23,"Dennis Huffman","005B0000003CnfIIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Telecommunications","Brenton Engineering Co.","Philip Walton","001B000000SS3wjIAD",10000,"2018-11-14",125,"Omitted","006B00000049V5iIAE","true","false","Brenton Engineering Co. 74",13,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Insurance","TrueCareers","Rachel Reilly","001B000000SS3wkIAD",40000,"2018-03-28",356,"Omitted","006B00000049V5jIAE","true","false","TrueCareers 96",53,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Lost","Closed Lost","Reseller",9,31488342,0
"Transportation","Link Computer Corporation","John Peck","001B000000lwNsPIAU",100,"2019-03-16",27,"Best Case","006B00000049V5kIAE","false","false","Link Computer Corporation 115",39,"John Peck","005B0000003CnffIAC","Channel (Partner)","Proposal/Quote","Proposal/Quote","Fields Sales",5,18803929,75
"Technology","A & A Consulting","Allison Allen","001B000000WJE8RIAX",10000,"2018-12-16",97,"Omitted","006B00000049V5lIAE","true","false","A & A Consulting 132",20,"Alicia Harrison","005B0000003CnfZIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Technology","A & A Consulting","Allison Allen","001B000000WJE8RIAX",0,"2018-10-01",161,"Closed","006B00000049V5mIAE","true","true","A & A Consulting 137",12,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Won","Closed Won","Telesales",8,14020073,100
"Other","Learnsomething","Philip Walton","001B000000SS3wmIAD",100000,"2018-12-16",98,"Omitted","006B00000049V5nIAE","true","false","Learnsomething 148",46,"Philip Walton","005B0000003CnfHIAS","Channel (Partner)","Closed Lost","Closed Lost","Fields Sales",9,18803929,0
"Construction","Red Envelope","Alyssa Williams","001B000000lwNsQIAU",15000,"2018-09-21",179,"Omitted","006B00000049V5oIAE","true","false","Red Envelope 161",13,"Alyssa Williams","005B0000003CnfXIAS","Simple","Closed Lost","Closed Lost","Reseller",9,18803929,0
"Apparel","NetPro Computing","Allison Allen","001B000000SS4oiIAD",100000,"2018-09-09",188,"Omitted","006B00000049V5pIAE","true","false","NetPro Computing 222",21,"Allison Allen","005B0000003CnfGIAS","Simple","Closed Lost","Closed Lost","Fields Sales",9,16173947,0
"Consulting","Target Direct Marketing","Rachel Reilly","001B000000SS3wtIAD",50000,"2018-05-02",315,"Omitted","006B00000049V5qIAE","true","false","Target Direct Marketing 11",31,"Alyssa Williams","005B0000003CnfXIAS","Channel (Partner)","Closed Lost","Closed Lost","Reseller",9,27323617,0
"Consulting","Target Direct Marketing","Rachel Reilly","001B000000SS3wtIAD",37500,"2018-10-23",144,"Omitted","006B00000049V5rIAE","true","false","Target Direct Marketing 17",35,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Lost","Closed Lost","Reseller",9,13152346,0
"Telecommunications","Care2.com","Rachel Reilly","001B000000lwNsSIAU",60000,"2017-11-11",501,"Closed","006B00000049V5sIAE","true","true","Care2.com 24",29,"Rachel Reilly","005B0000003CnfYIAS","Simple","Closed Won","Closed Won","Fields Sales",8,42618836,100
"Consulting","A T Assoc","Wayne Blackwell","001B000000SS3wuIAD",24312,"2018-04-13",352,"Closed","006B00000049V5tIAE","true","true","A T Assoc 32",33,"Wayne Blackwell","005B0000003CnfUIAS","Simple","Closed Won","Closed Won","Fields Sales",8,28905958,100
"Insurance","eWork","Dennis Huffman","001B000000WJE8TIAX",12150,"2018-11-13",127,"Closed","006B00000049V5uIAE","true","true","eWork 38",39,"Sheri Nunez","005B0000003CnfTIAS","Channel (Partner)","Closed Won","Closed Won","Telesales",8,18803929,100
